name,gradeLevel,formattedAddress,latitude,longitude,neighbourhood,zipcode
Lily Harris,5,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Daisy Reed,2,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Tina Brown,0,"Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.0679975,-70.7610185,Lincoln,03801
Charlie Green,1,"South Street, Portsmouth, New Hampshire 03801, United States",43.0658175,-70.7597385,Lincoln,03801
George Scott,1,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Paula Green,1,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Oliver Clark,0,"Gates Street, Portsmouth, New Hampshire 03801, United States",43.07483,-70.751949,South End,03801
Ethan Baker,2,"Cabot Street, Portsmouth, New Hampshire 03801, United States",43.072342,-70.7652100192308,Goodwin Park,03801
Daisy Smith,5,"Whipple Street, Portsmouth, New Hampshire 03801, United States",43.0752045,-70.7757859,Christian Shore,03801
Kevin Lee,2,"Cass Street, Portsmouth, New Hampshire, United States",43.0701,-70.76919,Cass Street,03801
Daisy Kim,5,"1049 Thornton Street, Portsmouth, New Hampshire 03801, United States",43.073214,-70.776544,Christian Shore,03801
Lily Reed,2,"357 Peverly Hill Road, Portsmouth, New Hampshire 03801, United States",43.053588,-70.779308,Portsmouth Plains,03801
Kevin Baker,0,"177 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082911,-70.769493,Cutts Cove,03801
Lily Brown,1,"Market Street, Portsmouth, New Hampshire 03801, United States",43.0822131818182,-70.7626760909091,Nobles Island,03801
Hannah Wilson,4,"536 Maplewood Avenue, Portsmouth, New Hampshire 03801, United States",43.0809,-70.772106,Cutts Cove,03801
Rachel Johnson,4,"893 Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.053343,-70.778801,Portsmouth Plains,03801
Kevin Reed,2,"Hancock Street, Portsmouth, New Hampshire 03801, United States",43.07497,-70.7528205,South End,03801
Daisy Lee,5,"120 Miller Avenue, Portsmouth, New Hampshire 03801, United States",43.069919,-70.760467,Lincoln,03801
Sam Lee,3,"Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.0642175,-70.7653895,Wibird Area,03801
Bob Baker,0,"Aldrich Road, Portsmouth, New Hampshire 03801, United States",43.067279,-70.770189,Lafayette Park,03801
Alice Lee,0,"347 Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.068017,-70.76049,Lincoln,03801
Isaac Wilson,5,"705 Maplewood Avenue, Portsmouth, New Hampshire 03801, United States",43.080962,-70.772939,Cutts Cove,03801
Fiona Allen,5,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Fiona Allen,1,"Kearsarge Way, Portsmouth, New Hampshire 03801, United States",43.08814,-70.7740905,Atlantic Heights,03801
Sam Johnson,5,"Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.0642175,-70.7653895,Wibird Area,03801
Oliver Lee,3,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Tina Hill,3,"Kearsarge Way, Portsmouth, New Hampshire 03801, United States",43.08814,-70.7740905,Atlantic Heights,03801
Michael White,4,"Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.0679975,-70.7610185,Lincoln,03801
Isaac White,3,"618 Pearl Street, Manchester, New Hampshire 03104, United States",42.997454,-71.445156,Straw,03104
Oliver Garcia,3,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
George Allen,4,"Congress Street, Portsmouth, New Hampshire 03801, United States",43.076422,-70.759307,Downtown,03801
Rachel Kim,5,"188 Bartlett Street, Portsmouth, New Hampshire 03801, United States",43.07227,-70.77367,Christian Shore,03801
Nancy Wilson,4,"Fernald Court, Portsmouth, New Hampshire 03801, United States",43.069881,-70.7488905,Little Harbor,03801
Charlie Kim,3,"Freedom Circle, Portsmouth, New Hampshire 03801, United States",43.03016,-70.79462,Maplehaven,03801
Nancy Baker,4,"Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.0642175,-70.7653895,Wibird Area,03801
Alice Harris,5,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Daisy Hill,1,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Paula Adams,4,"1013 Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.053325,-70.778835,Portsmouth Plains,03801
Julia Miller,2,"622 Spinney Road, Portsmouth, New Hampshire 03801, United States",43.062734,-70.773038,Lafayette Park,03801
Rachel Clark,4,"Langdon Street, Portsmouth, New Hampshire 03801, United States",43.074516,-70.7653624344262,Islington Creek,03801
Sam Johnson,4,"Pleasant Street, Portsmouth, New Hampshire 03801, United States",43.074555,-70.7545881818182,South End,03801
Paula Johnson,5,"High Street, Portsmouth, New Hampshire 03801, United States",43.078309,-70.7588895,Downtown,03801
Tina Davis,4,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Bob Allen,2,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Hannah Davis,3,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Kevin Johnson,2,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
Julia Garcia,1,"162 Rockland Street, Portsmouth, New Hampshire 03801, United States",43.070121,-70.758677,Richards Avenue Area,03801
Lily Reed,5,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
George Hill,3,"Fleet Street, Portsmouth, New Hampshire 03801, United States",43.0761325714286,-70.7589378571429,Downtown,03801
Julia White,5,"Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.05608,-70.7740335681818,Portsmouth Plains,03801
Kevin Green,1,"Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.0642175,-70.7653895,Wibird Area,03801
Julia Hill,0,"1933 Union Street, Manchester, New Hampshire 03104, United States",43.033519,-71.462867,North End,03104
Nancy Harris,2,"Spinney Road, Portsmouth, New Hampshire 03801, United States",43.0645575,-70.77424,Lafayette Park,03801
Isaac Garcia,4,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Nancy Garcia,2,"Austin Street, Portsmouth, New Hampshire 03801, United States",43.07178,-70.76416,Goodwin Park,03801
Michael Davis,2,"Madison Street, Portsmouth, New Hampshire 03801, United States",43.07045,-70.765807,Goodwin Park,03801
Julia Allen,4,"Whipple Street, Portsmouth, New Hampshire 03801, United States",43.0752045,-70.7757859,Christian Shore,03801
Ethan Johnson,2,"296 Peverly Hill Road, Portsmouth, New Hampshire 03801, United States",43.054111,-70.779067,Portsmouth Plains,03801
Oliver Reed,3,"Kane Street, Portsmouth, New Hampshire 03801, United States",43.0784705,-70.7714085,Christian Shore,03801
Bob Davis,5,"922 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082407,-70.771524,Cutts Cove,03801
Rachel Hill,5,"Market Street, Portsmouth, New Hampshire 03801, United States",43.0822131818182,-70.7626760909091,Nobles Island,03801
Oliver Reed,4,"Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040078,-70.768478,Elwyn Park,03801
Nancy Turner,5,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Kevin Adams,1,"90 Hanover Street, Portsmouth, New Hampshire 03801, United States",43.077544,-70.759866,North End,03801
Kevin Garcia,4,"205 Parrott Avenue, Portsmouth, New Hampshire 03801, United States",43.071201,-70.760157,Richards Avenue Area,03801
Tina Clark,5,"1014 Marcy Street, Portsmouth, New Hampshire 03801, United States",43.070866,-70.749662,South End,03801
Tina Brown,4,"523 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082397,-70.770895,Cutts Cove,03801
Charlie Green,1,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Paula Wilson,0,"Cass Street, Portsmouth, New Hampshire, United States",43.0701,-70.76919,Cass Street,03801
Sam Kim,0,"Marcy Street, Portsmouth, New Hampshire 03801, United States",43.0737915,-70.751238,South End,03801
Sam Johnson,3,"Congress Street, Portsmouth, New Hampshire 03801, United States",43.076422,-70.759307,Downtown,03801
Hannah Harris,1,"Adams Avenue, Portsmouth, New Hampshire 03801, United States",43.037709,-70.7667475,Elwyn Park,03801
Isaac Davis,4,"Whipple Street, Portsmouth, New Hampshire 03801, United States",43.0752045,-70.7757859,Christian Shore,03801
Rachel Baker,5,"Kearsarge Way, Portsmouth, New Hampshire 03801, United States",43.08814,-70.7740905,Atlantic Heights,03801
Ethan Johnson,0,"Brackett Lane, Portsmouth, New Hampshire 03801, United States",43.068337,-70.754319,Little Harbor,03801
Charlie Hill,3,"Greenleaf Avenue, Portsmouth, New Hampshire 03801, United States",43.05608,-70.7740335681818,Portsmouth Plains,03801
Kevin Turner,2,"Market Street, Portsmouth, New Hampshire 03801, United States",43.0822131818182,-70.7626760909091,Nobles Island,03801
Bob Scott,3,"Farm Lane, Portsmouth, New Hampshire 03801, United States",43.078808,-70.785036,Frank Jones Farm,03801
Alice Adams,0,"745 Sagamore Avenue, Portsmouth, New Hampshire 03801, United States",43.056909,-70.751398,Sagamore Grove,03801
Hannah Scott,1,"Brackett Lane, Portsmouth, New Hampshire 03801, United States",43.068337,-70.754319,Little Harbor,03801
Daisy Smith,1,"Pleasant Street, Portsmouth, New Hampshire 03801, United States",43.074555,-70.7545881818182,South End,03801
Rachel Wilson,5,"Rockland Street, Portsmouth, New Hampshire 03801, United States",43.069858,-70.759441,Richards Avenue Area,03801
Fiona Allen,4,"311 Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.082831,-70.76963,Cutts Cove,03801
Bob Adams,3,"Thornton Street, Portsmouth, New Hampshire 03801, United States",43.0753285,-70.77354,Christian Shore,03801
Bob Turner,2,"521 Pearl Street, Manchester, New Hampshire 03104, United States",42.997451,-71.445186,Straw,03104
Rachel Miller,0,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
George Clark,4,"Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.0679975,-70.7610185,Lincoln,03801
Bob Harris,3,"73 Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.064151,-70.759653,Broad Street,03801
Julia Reed,4,"557 Market Street, Portsmouth, New Hampshire 03801, United States",43.084241,-70.775574,Frank Jones Farm,03801
Isaac Lee,2,"210 New Castle Avenue, Portsmouth, New Hampshire 03801, United States",43.070275,-70.748533,Little Harbor,03801
Nancy Allen,0,"663 Hanover Street, Manchester, New Hampshire 03104, United States",42.989476,-71.436399,Hanover Hill,03104
Alice Turner,5,"Cass Street, Portsmouth, New Hampshire, United States",43.0701,-70.76919,Cass Street,03801
Daisy Smith,4,"Thornton Street, Portsmouth, New Hampshire 03801, United States",43.0753285,-70.77354,Christian Shore,03801
Quincy Allen,2,"884 Spinney Road, Portsmouth, New Hampshire 03801, United States",43.062614,-70.772949,Lafayette Park,03801
Quincy Reed,0,"Cass Street, Portsmouth, New Hampshire, United States",43.0701,-70.76919,Cass Street,03801
Isaac Allen,5,"Hancock Street, Portsmouth, New Hampshire 03801, United States",43.07497,-70.7528205,South End,03801
Tina Miller,3,"Kane Street, Portsmouth, New Hampshire 03801, United States",43.0784705,-70.7714085,Christian Shore,03801
Paula Kim,5,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
Nancy Scott,3,"245 Parrott Avenue, Portsmouth, New Hampshire 03801, United States",43.071201,-70.760157,Richards Avenue Area,03801
Bob Garcia,4,"Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.0642175,-70.7653895,Wibird Area,03801
Alice Clark,3,"Mckinley Road, Portsmouth, New Hampshire 03801, United States",43.040078,-70.768478,Elwyn Park,03801
Oliver Baker,4,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Quincy Miller,3,"763 Marcy Street, Portsmouth, New Hampshire 03801, United States",43.07085,-70.749654,South End,03801
George Green,3,"Freedom Circle, Portsmouth, New Hampshire 03801, United States",43.03016,-70.79462,Maplehaven,03801
Ethan Harris,3,"Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.0642175,-70.7653895,Wibird Area,03801
George Smith,0,"Gates Street, Portsmouth, New Hampshire 03801, United States",43.07483,-70.751949,South End,03801
George Green,5,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
Daisy Wilson,1,"Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.0747005,-70.750327,South End,03801
Paula Allen,4,"1503 Maplewood Avenue, Portsmouth, New Hampshire 03801, United States",43.082732,-70.784532,Frank Jones Farm,03801
Daisy Kim,2,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Rachel White,3,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Julia Smith,5,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Kevin Johnson,1,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Oliver Davis,1,"263 Lincoln Avenue, Portsmouth, New Hampshire 03801, United States",43.068675,-70.759177,Lincoln,03801
Alice Clark,4,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Kevin Baker,4,"Brewster Street, Portsmouth, New Hampshire 03801, United States",43.07469,-70.7647515,Islington Creek,03801
Nancy Johnson,2,"Austin Street, Portsmouth, New Hampshire 03801, United States",43.07178,-70.76416,Goodwin Park,03801
Julia Lee,5,"264 Mechanic Street, Portsmouth, New Hampshire 03801, United States",43.074015,-70.749629,South End,03801
Julia Brown,3,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Lily Hill,2,"Cass Street, Portsmouth, New Hampshire 03801, United States",43.070257,-70.7675665,Cass Street,03801
Julia Johnson,1,"Salter Street, Portsmouth, New Hampshire 03801, United States",43.0725,-70.74937,South End,03801
Tina Allen,4,"771 Middle Street, Portsmouth, New Hampshire 03801, United States",43.06728,-70.766961,Wibird Area,03801
Lily Lee,0,"50 Court Street, Portsmouth, New Hampshire 03801, United States",43.074342,-70.75992,Downtown,03801
Ethan Wilson,1,"Cabot Street, Portsmouth, New Hampshire 03801, United States",43.072342,-70.7652100192308,Goodwin Park,03801
Hannah Adams,1,"Parker Street, Portsmouth, New Hampshire 03801, United States",43.0755905,-70.76288,Islington Creek,03801
Oliver Smith,2,"Brackett Lane, Portsmouth, New Hampshire 03801, United States",43.068337,-70.754319,Little Harbor,03801
Lily Harris,0,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Kevin Clark,0,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Kevin Miller,0,"1377 Union Street, Manchester, New Hampshire 03104, United States",43.023029,-71.462387,North End,03104
Daisy Scott,4,"721 Spinney Road, Portsmouth, New Hampshire 03801, United States",43.062946,-70.773197,Lafayette Park,03801
Charlie Allen,2,"Wibird Street, Portsmouth, New Hampshire 03801, United States",43.0666105,-70.763359,Wibird Area,03801
Bob Johnson,4,"902 Sagamore Avenue, Portsmouth, New Hampshire 03801, United States",43.056346,-70.750698,Sagamore Grove,03801
Hannah Clark,4,"Whipple Street, Portsmouth, New Hampshire 03801, United States",43.0752045,-70.7757859,Christian Shore,03801
Charlie Lee,5,"Congress Street, Portsmouth, New Hampshire 03801, United States",43.076422,-70.759307,Downtown,03801
Quincy Turner,3,"Echo Avenue, Portsmouth, New Hampshire 03801, United States",43.0837015,-70.7889985,Frank Jones Farm,03801
Fiona Allen,4,"Leslie Drive, Portsmouth, New Hampshire 03801, United States",43.0825105,-70.7696875,Cutts Cove,03801
Sam Kim,2,"Gardner Street, Portsmouth, New Hampshire 03801, United States",43.074546,-70.7508,South End,03801
Bob Davis,5,"606 Peverly Hill Road, Portsmouth, New Hampshire 03801, United States",43.053133,-70.779038,Portsmouth Plains,03801
Bob Scott,5,"Pinehurst Road, Portsmouth, New Hampshire 03801, United States",43.06348,-70.7591115,Broad Street,03801
Paula Baker,4,"Austin Street, Portsmouth, New Hampshire 03801, United States",43.07178,-70.76416,Goodwin Park,03801
Sam Davis,3,"355 Miller Avenue, Portsmouth, New Hampshire 03801, United States",43.066869,-70.758419,Lincoln,03801
Oliver Smith,5,"Freedom Circle, Portsmouth, New Hampshire 03801, United States",43.03016,-70.79462,Maplehaven,03801
Michael Kim,2,"Congress Street, Portsmouth, New Hampshire 03801, United States",43.076422,-70.759307,Downtown,03801
Ethan Adams,2,"350 Willard Avenue, Portsmouth, New Hampshire 03801, United States",43.063181,-70.767829,Wibird Area,03801
